category,disaster_code,year,quarter,unit_level,unit_id,n_documents,programs_total,programs_completed,programs_in_progress,programs_cancelled,program_completion_rate,program_duration_quarters_mean,program_duration_quarters_n_obs,sum_budget_usd,sum_obligated_usd,sum_drawdown_usd,sum_expended_usd,admin_activity_count,admin_activity_budget_usd,admin_activity_obligated_usd,admin_activity_drawdown_usd,admin_activity_expended_usd,outcome_persons_total_actual,outcome_persons_total_expected,outcome_households_total_actual,outcome_households_total_expected,severity_rainfall_inches_max,severity_wind_speed_mph_max,sem_signal_count,sem_signal_confidence_mean,admin_staff_count_sum,admin_staff_count_n_obs,admin_payroll_usd_sum,admin_payroll_usd_n_obs,affected_population_persons_sum,affected_population_persons_n_obs,affected_population_households_sum,affected_population_households_n_obs,severity_deaths_count_sum,severity_deaths_count_n_obs,severity_unmet_need_usd_sum,severity_unmet_need_usd_n_obs,ratio_disbursed_to_obligated,ratio_expended_to_disbursed,duration_of_completion,timeliness,progress_rate,signal_density,spending_cv,completion_pct,has_admin_staff_signal,has_admin_payroll_signal,has_deaths_signal,has_unmet_need_signal
2018_Floods_ActionPlan,2018-floods,2023,1,disaster,2018_Floods_ActionPlan|2018-floods,1,15.0,0.0,14.0,0.0,0.0,,0.0,10513000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2023,2,disaster,2018_Floods_ActionPlan|2018-floods,1,13.0,0.0,13.0,0.0,0.0,,0.0,10513000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2023,3,disaster,2018_Floods_ActionPlan|2018-floods,1,20.0,0.0,20.0,0.0,0.0,,0.0,11739000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2023,4,disaster,2018_Floods_ActionPlan|2018-floods,1,21.0,0.0,21.0,0.0,0.0,,0.0,15025000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2024,1,disaster,2018_Floods_ActionPlan|2018-floods,1,27.0,0.0,27.0,0.0,0.0,,0.0,20331625.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2024,2,disaster,2018_Floods_ActionPlan|2018-floods,1,30.0,0.0,30.0,0.0,0.0,,0.0,20615925.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2024,3,disaster,2018_Floods_ActionPlan|2018-floods,1,30.0,0.0,30.0,0.0,0.0,,0.0,20615925.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2024,4,disaster,2018_Floods_ActionPlan|2018-floods,1,31.0,0.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2025,1,disaster,2018_Floods_ActionPlan|2018-floods,1,31.0,0.0,30.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2025,2,disaster,2018_Floods_ActionPlan|2018-floods,1,35.0,0.0,34.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2025,3,disaster,2018_Floods_ActionPlan|2018-floods,1,35.0,0.0,34.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-floods,2025,4,disaster,2018_Floods_ActionPlan|2018-floods,1,34.0,0.0,33.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-south-texas-floods,2021,3,disaster,2018_Floods_ActionPlan|2018-south-texas-floods,1,15.0,0.0,14.0,1.0,0.0,,0.0,16513000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-south-texas-floods,2021,4,disaster,2018_Floods_ActionPlan|2018-south-texas-floods,1,15.0,0.0,14.0,1.0,0.0,,0.0,16513000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-south-texas-floods,2022,1,disaster,2018_Floods_ActionPlan|2018-south-texas-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,16513000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_ActionPlan,2018-south-texas-floods,2022,2,disaster,2018_Floods_ActionPlan|2018-south-texas-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,16513000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2021,3,disaster,2018_Floods_Performance|2018-floods,1,13.0,0.0,13.0,0.0,0.0,,0.0,52074600.0,310988.47,53005281.43,36986530.66,2.0,7291300.0,11201.08,3645650.0,3645650.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,170.44130745426028,0.6977895345927984,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2021,4,disaster,2018_Floods_Performance|2018-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,91454600.0,23622.38,72695281.43,45699444.26,2.0,7291300.0,2002.96,3645650.0,208992.19,,,1.0,15.0,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,3077.3902303662885,0.6286438866600312,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2022,1,disaster,2018_Floods_Performance|2018-floods,1,12.0,0.0,12.0,0.0,0.0,,0.0,45177100.0,0.0,49556531.43,25750777.69,1.0,393800.0,0.0,196900.0,196900.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.5196242946577829,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2022,2,disaster,2018_Floods_Performance|2018-floods,1,12.0,0.0,12.0,0.0,0.0,,0.0,45177100.0,0.0,49556531.43,25991201.64,1.0,393800.0,0.0,196900.0,196900.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.5244758034914794,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2022,3,disaster,2018_Floods_Performance|2018-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,91454600.0,0.0,72261300.0,46508592.33,3.0,46671300.0,0.0,23335650.0,19951342.02,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.6436168783290641,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2022,4,disaster,2018_Floods_Performance|2018-floods,1,14.0,0.0,14.0,0.0,0.0,,0.0,74978600.0,3000000.0,69261300.0,54849290.42,3.0,40671300.0,0.0,20335650.0,20102274.61,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,23.0871,0.791918292321975,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2023,2,disaster,2018_Floods_Performance|2018-floods,1,12.0,0.0,12.0,0.0,0.0,,0.0,34701100.0,0.0,49122550.0,29431606.57,1.0,393800.0,0.0,196900.0,196900.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.5991465542810787,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2023,3,disaster,2018_Floods_Performance|2018-floods,1,5.0,0.0,5.0,0.0,0.0,,0.0,28808750.0,0.0,20071750.0,14304708.29,1.0,3448750.0,0.0,3448750.0,125413.25,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.7126786797364455,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2023,4,disaster,2018_Floods_Performance|2018-floods,1,13.0,0.0,13.0,0.0,0.0,,0.0,47079300.0,286000.0,37724532.09,29952707.52,2.0,3645650.0,0.0,3645650.0,3412274.61,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,131.90395835664336,0.7939848650353398,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2024,1,disaster,2018_Floods_Performance|2018-floods,1,25.0,0.0,25.0,0.0,0.0,,0.0,29900912.36,375000.0,53046522.56,44021713.62,2.0,3645650.0,0.0,2320000.0,1522550.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,141.45739349333334,0.8298699235224666,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2024,2,disaster,2018_Floods_Performance|2018-floods,1,19.0,0.0,19.0,0.0,0.0,,0.0,46332112.36,229204.02,49553390.2,42371237.24,1.0,3448750.0,0.0,3448750.0,1325650.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,216.19773597339176,0.8550623291158795,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2024,3,disaster,2018_Floods_Performance|2018-floods,1,25.0,0.0,25.0,0.0,0.0,,0.0,22179222.16,0.0,57476801.77,5741786495796.21,1.0,196900.0,0.0,196900.0,196900.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,99897.45982688156,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2024,4,disaster,2018_Floods_Performance|2018-floods,1,22.0,0.0,22.0,0.0,0.0,,0.0,23362802.31,235256.53,54506812.8,38940792.8,2.0,3645650.0,0.0,3645650.0,1522550.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,231.6909664526634,0.7144206531187969,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2025,1,disaster,2018_Floods_Performance|2018-floods,1,13.0,0.0,13.0,0.0,0.0,,0.0,40037338.75,0.0,41970333.67,4809975245531.5,,,,,,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,114604.1697774165,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2025,2,disaster,2018_Floods_Performance|2018-floods,1,23.0,0.0,23.0,0.0,0.0,,0.0,24688797.76,0.0,48644571.349999994,2489495605505.77,2.0,3645650.0,0.0,2419229.6399999997,1473714.82,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,51177.2544482658,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floods,2025,3,disaster,2018_Floods_Performance|2018-floods,1,25.0,0.0,25.0,0.0,0.0,,0.0,29364433.97,0.0,51519903.53,44853548.45,1.0,3596814.82,0.0,2271164.82,1325650.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.870606219669682,,,0.0,1.0,2.2769993062059033,0.0,False,False,False,False
2018_Floods_Performance,2018-floodsgrantreport,2023,1,disaster,2018_Floods_Performance|2018-floodsgrantreport,1,13.0,0.0,12.0,0.0,0.0,,0.0,34701100.0,0.0,49122550.0,31443710.64,1.0,393800.0,0.0,196900.0,196900.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,0.6401074585908101,,,0.0,1.0,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2018-floods,2024,2,disaster,2019_Disasters_ActionPlan|2018-floods,1,30.0,0.0,30.0,0.0,0.0,,0.0,20615925.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,600.0,,1.0,0.76,,,,,20000.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2021,3,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,78714100.0,0.0,10637050.0,0.0,2.0,10637050.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2021,4,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,78714100.0,0.0,10637050.0,0.0,2.0,10637050.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2022,1,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,78714100.0,0.0,10637050.0,0.0,2.0,10637050.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2022,2,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,78714100.0,0.0,10637050.0,0.0,2.0,10637050.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2022,3,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,22751000.0,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2022,4,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,22751000.0,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2023,1,disaster,2019_Disasters_ActionPlan|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,22751000.0,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2023,2,disaster,2019_Disasters_ActionPlan|2019-disasters,1,23.0,0.0,23.0,0.0,0.0,,0.0,22751000.0,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2023,3,disaster,2019_Disasters_ActionPlan|2019-disasters,1,28.0,0.0,28.0,0.0,0.0,,0.0,23750162.14,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2023,4,disaster,2019_Disasters_ActionPlan|2019-disasters,1,47.0,0.0,47.0,0.0,0.0,,0.0,23741000.0,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2024,1,disaster,2019_Disasters_ActionPlan|2019-disasters,1,59.0,0.0,59.0,0.0,0.0,,0.0,23768954.54,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2024,3,disaster,2019_Disasters_ActionPlan|2019-disasters,1,72.0,0.0,72.0,0.0,0.0,,0.0,16599701.54,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2024,4,disaster,2019_Disasters_ActionPlan|2019-disasters,1,75.0,0.0,75.0,0.0,0.0,,0.0,23135103.94,0.0,0.0,0.0,2.0,11375500.0,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2025,2,disaster,2019_Disasters_ActionPlan|2019-disasters,1,89.0,0.0,89.0,0.0,0.0,,0.0,24027560.68,0.0,0.0,0.0,2.0,11252995.61,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2025,3,disaster,2019_Disasters_ActionPlan|2019-disasters,1,88.0,0.0,87.0,1.0,0.0,,0.0,24027560.68,0.0,0.0,0.0,2.0,11252995.61,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_ActionPlan,2019-disasters,2025,4,disaster,2019_Disasters_ActionPlan|2019-disasters,1,91.0,0.0,90.0,1.0,0.0,,0.0,24023560.68,0.0,0.0,0.0,2.0,11252995.61,0.0,0.0,0.0,,,,,6.0,75.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2021,2,disaster,2019_Disasters_Performance|2019-disasters,1,19.0,0.0,19.0,0.0,0.0,,0.0,144128100.0,0.0,153404100.0,0.0,2.0,10637050.0,0.0,10637050.0,0.0,,,,,100.0,75.0,,,,,,,,,,,,,,,,0.0,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2021,3,disaster,2019_Disasters_Performance|2019-disasters,1,23.0,0.0,23.0,0.0,0.0,,0.0,144986300.0,831137.1699999999,21030083.87,53408687.69,2.0,10637050.0,3218.18,10181650.0,10181650.0,,,,,,75.0,,,,,,,,,,,,,,,25.302783498420606,2.5396326529248405,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2021,4,disaster,2019_Disasters_Performance|2019-disasters,1,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,1.1408049571895789,,False,False,False,False
2019_Disasters_Performance,2019-disasters,2022,1,disaster,2019_Disasters_Performance|2019-disasters,1,22.0,0.0,22.0,0.0,0.0,,0.0,133345450.0,0.0,14928189.28,2345874.31,1.0,574400.0,0.0,119000.0,1635.61,,,,,,75.0,,,,,,,,,,,,,,,,0.15714392857698278,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2022,2,disaster,2019_Disasters_Performance|2019-disasters,1,22.0,0.0,22.0,0.0,0.0,,0.0,133345450.0,0.0,16836383.89,5369371.16,1.0,574400.0,0.0,119000.0,16297.74,,,,,,75.0,,,,,,,,,,,,,,,,0.31891475004850345,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2022,3,disaster,2019_Disasters_Performance|2019-disasters,1,24.0,0.0,24.0,0.0,0.0,,0.0,206315000.0,0.0,33670409.480000004,21546822.31,2.0,11375500.0,0.0,10381650.0,206451.11,,,,,,75.0,,,,,,,,,,,,,,,,0.6399334799536271,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2022,4,disaster,2019_Disasters_Performance|2019-disasters,1,23.0,0.0,23.0,0.0,0.0,,0.0,195513900.0,0.0,29669371.32,1623673920298.28,1.0,574400.0,0.0,310468.7,338375.95,,,,,56.0,75.0,,,,,,,,,,,,,,,,54725.59235536508,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2023,2,disaster,2019_Disasters_Performance|2019-disasters,1,20.0,0.0,20.0,0.0,0.0,,0.0,104653900.0,0.0,52820506.77,55994867.7,1.0,574400.0,0.0,38525.77,426053.57,,,,,,75.0,,,,,,,,,,,,,,,,1.0600971312869514,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2023,3,disaster,2019_Disasters_Performance|2019-disasters,1,28.0,0.0,28.0,0.0,0.0,,0.0,126669347.69,5968186.0600000005,62012737.13,14047772262838.11,2.0,11375500.0,0.0,11254545.48,1191895.48,,,,,,75.0,,,,,,,,,,,,,,,10.3905502453454,226530.43411693233,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2023,4,disaster,2019_Disasters_Performance|2019-disasters,1,39.0,0.0,39.0,0.0,0.0,,0.0,112360800.0,0.0,85729248.27,3983055024277.52,1.0,10801100.0,0.0,10801100.0,22474.09,,,,,,75.0,,,,,,,,,,,,,,,,46460.86492830412,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2024,1,disaster,2019_Disasters_Performance|2019-disasters,1,41.0,0.0,41.0,0.0,0.0,,0.0,77037712.82,0.0,67394974.03,6763601511736.359,2.0,11375500.0,0.0,10807022.49,486823.18,,,,,,75.0,,,,,,,,,,,,,,,,100357.65439609234,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2024,2,disaster,2019_Disasters_Performance|2019-disasters,1,45.0,0.0,45.0,0.0,0.0,,0.0,68732707.69,343200.0,114000472.43,10653848877552.84,,,,,,,,,,,75.0,,,,,,,,,,,,,,,332.16920871212125,93454.42742875166,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2024,3,disaster,2019_Disasters_Performance|2019-disasters,1,56.0,0.0,56.0,0.0,0.0,,0.0,71240027.96,0.0,28500092663878.08,12549967386505.771,1.0,574400.0,0.0,570595.63,570595.63,,,,,,75.0,,,,,,,,,,,,,,,,0.4403483011271749,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2024,4,disaster,2019_Disasters_Performance|2019-disasters,1,47.0,0.0,47.0,0.0,0.0,,0.0,68897574.27,0.0,111090182.21,1546785445433.81,1.0,10801100.0,0.0,10801100.0,515467.09,,,,,,75.0,,,,,,,,,,,,,,,,13923.691677000177,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2025,1,disaster,2019_Disasters_Performance|2019-disasters,1,49.0,0.0,49.0,0.0,0.0,,0.0,83188068.38,1331090.13,66743578.58,11197822072998.55,1.0,574400.0,0.0,453445.48,117150.15,,,,,,75.0,,,,,,,,,,,,,,,50.142043033554764,167773.77406542038,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2025,2,disaster,2019_Disasters_Performance|2019-disasters,1,52.0,0.0,52.0,0.0,0.0,,0.0,161462719.65,0.0,77529776.31,1925915907582.69,2.0,11375500.0,0.0,977514.29,977514.29,,,,,,75.0,,,,,,,,,,,,,,,,24840.98367422066,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disasters,2025,3,disaster,2019_Disasters_Performance|2019-disasters,1,62.0,0.0,61.0,1.0,0.0,,0.0,145776480.1,4674977.31,100387870.69,8883779743004.37,1.0,11252995.61,0.0,7670.59,533289.27,,,,,,75.0,,,,,,,,,,,,,,,21.473445544915386,88494.5529967229,,,0.0,,1.1408049571895789,0.0,False,False,False,False
2019_Disasters_Performance,2019-disastersgrantreport,2023,1,disaster,2019_Disasters_Performance|2019-disastersgrantreport,1,20.0,0.0,20.0,0.0,0.0,,0.0,135683900.0,710067.86,57944594.39,41389903.27,1.0,574400.0,0.0,387527.8,387527.8,,,,,,75.0,,,,,,,,,,,,,,,81.60430524203701,0.7143013719523597,,,0.0,,,0.0,False,False,False,False
2024_Disasters,2024-disasters,2025,4,disaster,2024_Disasters|2024-disasters,1,12.0,0.0,10.0,2.0,0.0,,0.0,65568700.0,0.0,0.0,0.0,1.0,27784350.0,0.0,0.0,0.0,,,,,,110.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,False,False,False,False
Expenditure_Reports,cdbg-dr-and-mit-timely-expenditure-report,2020,4,disaster,Expenditure_Reports|cdbg-dr-and-mit-timely-expenditure-report,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Expenditure_Reports,cdbg-dr-mit-expenditures-report,2020,2,disaster,Expenditure_Reports|cdbg-dr-mit-expenditures-report,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Expenditure_Reports,cdbg-dr-mit-expenditures-report,2020,3,disaster,Expenditure_Reports|cdbg-dr-mit-expenditures-report,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Harvey_57M_ActionPlan,hh57m,2020,3,disaster,Harvey_57M_ActionPlan|hh57m,1,11.0,0.0,4.0,7.0,0.0,,0.0,43465600.0,0.0,43465600.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,150.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,False,False,False,False
Harvey_57M_ActionPlan,hh57m,2020,4,disaster,Harvey_57M_ActionPlan|hh57m,1,612.0,2.0,517.0,93.0,0.0032679738562091,,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,0.0032679738562091,,,0.0032679738562091,False,False,False,False
Harvey_57M_ActionPlan,hh57m,2021,1,disaster,Harvey_57M_ActionPlan|hh57m,1,30.0,0.0,23.0,7.0,0.0,,0.0,56930688.0,0.0,43465600.0,0.0,4.0,2020688.0,0.0,0.0,0.0,,,,,,150.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,False,False,False,False
